country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","03-06-2026 23:00:00",19.309073,73.057223,PM2.5,37,73,50
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","03-06-2026 23:00:00",19.309073,73.057223,NH3,3,6,5
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","03-06-2026 23:00:00",19.309073,73.057223,SO2,3,9,6
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","03-06-2026 23:00:00",19.309073,73.057223,OZONE,13,86,29
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","03-06-2026 23:00:00",19.786089,72.757971,SO2,16,16,16
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","03-06-2026 23:00:00",19.962900,79.298714,NO2,31,38,34
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","03-06-2026 23:00:00",19.962900,79.298714,NH3,2,2,2
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","03-06-2026 23:00:00",19.962900,79.298714,CO,21,34,26
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","03-06-2026 23:00:00",19.9775302,79.2337086,PM2.5,30,49,42
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","03-06-2026 23:00:00",19.9775302,79.2337086,PM10,32,150,82
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","03-06-2026 23:00:00",19.9775302,79.2337086,NO2,13,16,14
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","03-06-2026 23:00:00",19.9775302,79.2337086,NH3,4,5,5
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","03-06-2026 23:00:00",20.918946,74.776388,PM10,78,133,102
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","03-06-2026 23:00:00",20.918946,74.776388,SO2,2,11,5
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB","03-06-2026 23:00:00","19.2268427 ","73.0788456 ",SO2,3,21,11
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB","03-06-2026 23:00:00",19.710842,77.151824,PM2.5,2,51,23
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB","03-06-2026 23:00:00",19.710842,77.151824,NO2,9,29,17
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","03-06-2026 23:00:00",19.854616,75.905894,PM10,35,56,43
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","03-06-2026 23:00:00",12.990328,77.5431385,SO2,NA,NA,NA
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","03-06-2026 23:00:00",13.0246342,77.5080115,PM10,NA,NA,NA
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","03-06-2026 23:00:00",13.0246342,77.5080115,NH3,NA,NA,NA
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","03-06-2026 23:00:00",13.0246342,77.5080115,OZONE,NA,NA,NA
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","03-06-2026 23:00:00",12.917348,77.622813,PM2.5,19,72,37
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","03-06-2026 23:00:00",12.917348,77.622813,PM10,30,165,81
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","03-06-2026 23:00:00",12.917348,77.622813,SO2,3,8,5
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","03-06-2026 23:00:00",11.55358,76.55521,PM10,30,49,42
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","03-06-2026 23:00:00",11.55358,76.55521,SO2,2,5,4
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","03-06-2026 23:00:00",13.328028,75.797056,NH3,NA,NA,NA
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","03-06-2026 23:00:00",13.328028,75.797056,SO2,NA,NA,NA
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","03-06-2026 23:00:00",13.328028,75.797056,CO,11,60,20
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","03-06-2026 23:00:00",15.459706,75.008381,PM10,75,109,94
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","03-06-2026 23:00:00",15.459706,75.008381,NO2,26,29,27
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","03-06-2026 23:00:00",15.459706,75.008381,SO2,4,8,7
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","03-06-2026 23:00:00",15.3714823,75.1160168,OZONE,18,22,18
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","03-06-2026 23:00:00",17.336318,76.847397,OZONE,13,20,16
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","03-06-2026 23:00:00",15.347630,76.181767,PM2.5,NA,NA,NA
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","03-06-2026 23:00:00",15.347630,76.181767,PM10,NA,NA,NA
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","03-06-2026 23:00:00",15.347630,76.181767,SO2,NA,NA,NA
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","03-06-2026 23:00:00",8.5149093,76.9435879,CO,2,35,13
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","03-06-2026 23:00:00",8.5149093,76.9435879,OZONE,11,40,17
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","03-06-2026 23:00:00",10.532400,76.215900,OZONE,28,29,28
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","03-06-2026 23:00:00",23.210494,77.425409,PM10,34,120,67
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","03-06-2026 23:00:00",23.210494,77.425409,OZONE,37,63,47
India,"Madhya Pradesh",Damoh,"Shrivastav Colony, Damoh - MPPCB","03-06-2026 23:00:00",23.81748678,79.446246,PM10,34,95,58
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","03-06-2026 23:00:00",26.203442,78.193251,PM10,40,84,59
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","03-06-2026 23:00:00",26.259242,78.216432,PM2.5,22,96,57
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","03-06-2026 23:00:00",26.259242,78.216432,NH3,4,9,6
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","03-06-2026 23:00:00",26.259242,78.216432,SO2,3,11,7
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","03-06-2026 23:00:00",26.259242,78.216432,CO,10,33,24
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","03-06-2026 23:00:00",22.4310,75.5213,SO2,6,10,8
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","03-06-2026 23:00:00",22.7524,75.8872,NO2,2,6,3
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","03-06-2026 23:00:00",22.7524,75.8872,SO2,20,22,21
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","03-06-2026 23:00:00",22.6780,75.8559,PM2.5,4,51,37
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","03-06-2026 23:00:00",22.6780,75.8559,NO2,20,41,26
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","03-06-2026 23:00:00",22.6780,75.8559,NH3,1,70,5
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","03-06-2026 23:00:00",22.7084,75.8815,PM2.5,32,86,51
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","03-06-2026 23:00:00",22.7084,75.8815,PM10,43,70,60
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","03-06-2026 23:00:00",22.7084,75.8815,SO2,3,3,3
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","03-06-2026 23:00:00",23.163174,79.973061,NH3,2,3,3
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","03-06-2026 23:00:00",23.142888,79.916147,OZONE,26,73,53
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","03-06-2026 23:00:00",23.168606,79.932247,NO2,19,49,31
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","03-06-2026 23:00:00",23.218135,79.957770,PM10,30,62,47
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","03-06-2026 23:00:00",23.218135,79.957770,SO2,7,13,10
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","03-06-2026 23:00:00",23.218135,79.957770,OZONE,12,102,41
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","03-06-2026 23:00:00",23.50016,80.23284,PM2.5,18,100,54
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","03-06-2026 23:00:00",23.108440,77.511428,PM2.5,47,357,111
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","03-06-2026 23:00:00",23.108440,77.511428,PM10,40,225,79
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","03-06-2026 23:00:00",23.108440,77.511428,NO2,27,128,56
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","03-06-2026 23:00:00",23.108440,77.511428,CO,15,58,40
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","03-06-2026 23:00:00",22.624758,75.675238,PM10,82,159,116
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","03-06-2026 23:00:00",22.624758,75.675238,SO2,NA,NA,NA
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","03-06-2026 23:00:00",19.192056,72.9585188,NH3,6,9,7
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","03-06-2026 23:00:00",16.6870449,74.2505872,SO2,5,6,5
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","03-06-2026 23:00:00",16.6870449,74.2505872,OZONE,18,65,32
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","03-06-2026 23:00:00",18.1023399,73.4783687,SO2,NA,NA,NA
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","03-06-2026 23:00:00",18.1023399,73.4783687,OZONE,30,73,58
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","03-06-2026 23:00:00",20.555712,74.529236,NO2,NA,NA,NA
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","03-06-2026 23:00:00",20.555712,74.529236,CO,2,14,8
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","03-06-2026 23:00:00",19.296481,72.840923,NO2,3,30,10
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","03-06-2026 23:00:00",19.296481,72.840923,SO2,7,9,7
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","03-06-2026 23:00:00",19.053536,72.84643,NH3,NA,NA,NA
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","03-06-2026 23:00:00",19.065931,72.862131,NO2,31,32,31
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","03-06-2026 23:00:00",19.065931,72.862131,OZONE,1,91,31
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","03-06-2026 23:00:00",19.2243333,72.8658113,NO2,NA,NA,NA
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","03-06-2026 23:00:00",15.347630,76.181767,OZONE,26,54,45
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","03-06-2026 23:00:00",12.415911,75.735050,SO2,7,7,7
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","03-06-2026 23:00:00",12.415911,75.735050,OZONE,1,5,3
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","03-06-2026 23:00:00",12.889250,74.853000,NO2,7,10,8
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","03-06-2026 23:00:00",12.733409,77.298051,PM10,7,48,26
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","03-06-2026 23:00:00",12.733409,77.298051,CO,20,36,26
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","03-06-2026 23:00:00",16.802639,75.722694,PM2.5,29,31,30
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","03-06-2026 23:00:00",16.802639,75.722694,NH3,4,4,4
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","03-06-2026 23:00:00",16.802639,75.722694,SO2,3,6,3
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","03-06-2026 23:00:00",11.875000,75.373200,PM10,44,66,58
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","03-06-2026 23:00:00",11.875000,75.373200,SO2,3,5,4
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","03-06-2026 23:00:00",11.875000,75.373200,CO,8,14,9
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","03-06-2026 23:00:00",8.8787,76.6073,NH3,1,1,1
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","03-06-2026 23:00:00",23.331731,75.045981,SO2,54,65,60
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","03-06-2026 23:00:00",23.838586,78.759431,PM2.5,17,52,31
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","03-06-2026 23:00:00",23.838586,78.759431,PM10,23,104,62
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","03-06-2026 23:00:00",23.838586,78.759431,SO2,4,12,8
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","03-06-2026 23:00:00",24.108970,82.645580,SO2,34,87,60
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","03-06-2026 23:00:00",24.108970,82.645580,CO,28,110,53
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","03-06-2026 23:00:00",24.108970,82.645580,OZONE,1,52,30
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","03-06-2026 23:00:00",19.10122,74.73339,PM10,NA,NA,NA
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","03-06-2026 23:00:00",19.10122,74.73339,NO2,NA,NA,NA
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","03-06-2026 23:00:00",19.10122,74.73339,CO,14,30,22
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","03-06-2026 23:00:00",20.719516,77.000253,PM10,52,118,68
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB","03-06-2026 23:00:00",19.2157840,73.1997810,PM2.5,5,26,13
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","03-06-2026 23:00:00",19.11074,72.86084,PM10,21,94,42
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","03-06-2026 23:00:00",19.11074,72.86084,NO2,14,39,25
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","03-06-2026 23:00:00",19.11074,72.86084,OZONE,4,70,42
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","03-06-2026 23:00:00",19.0364585,72.8954371,PM2.5,20,45,28
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","03-06-2026 23:00:00",19.0364585,72.8954371,SO2,2,71,9
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","03-06-2026 23:00:00",19.10078,72.87462,PM2.5,13,46,27
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","03-06-2026 23:00:00",19.04946,72.9230,PM2.5,NA,NA,NA
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","03-06-2026 23:00:00",19.083694,72.920967,NH3,4,15,9
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","03-06-2026 23:00:00",19.083694,72.920967,SO2,3,6,5
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","03-06-2026 23:00:00",19.0632143,72.8456324,NO2,2,41,10
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","03-06-2026 23:00:00",19.1653323,72.922099,NH3,8,25,13
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","03-06-2026 23:00:00",19.1653323,72.922099,OZONE,2,67,31
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","03-06-2026 23:00:00",20.939198,77.765701,PM10,43,100,64
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","03-06-2026 23:00:00",20.939198,77.765701,NO2,6,51,18
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","03-06-2026 23:00:00",20.939198,77.765701,CO,28,76,44
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","03-06-2026 23:00:00",19.875620,75.387310,PM10,50,141,83
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","03-06-2026 23:00:00",19.875620,75.387310,NO2,5,22,9
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","03-06-2026 23:00:00",19.875620,75.387310,OZONE,9,57,48
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","03-06-2026 23:00:00",19.8389439,75.244448,PM10,25,53,45
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","03-06-2026 23:00:00",19.8389439,75.244448,NH3,7,8,7
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","03-06-2026 23:00:00",19.863756,75.321188,NH3,2,3,2
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","03-06-2026 23:00:00",19.16485,73.23409,PM10,53,88,67
India,Maharashtra,Beed,"Bir, Beed - MPCB","03-06-2026 23:00:00",18.988474,75.753873,NO2,9,30,14
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","03-06-2026 23:00:00",18.616318,73.765797,OZONE,39,51,44
India,Maharashtra,Pimpri-Chinchwad,"Transport Nagar-Nigdi, Pimpri-Chinchwad- IITM","03-06-2026 23:00:00",18.664282,73.763966,PM10,30,70,52
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","03-06-2026 23:00:00",18.454450,73.854155,PM2.5,22,53,37
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","03-06-2026 23:00:00",18.454450,73.854155,PM10,20,47,33
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","03-06-2026 23:00:00",18.573040,73.927715,PM10,43,82,64
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","03-06-2026 23:00:00",18.573040,73.927715,OZONE,12,35,25
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","03-06-2026 23:00:00",18.536457,73.805454,PM2.5,8,38,24
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","03-06-2026 23:00:00",18.530085,73.849598,PM10,19,80,52
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","03-06-2026 23:00:00",18.547056,73.826908,NO2,6,9,7
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","03-06-2026 23:00:00",18.547056,73.826908,SO2,3,7,4
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","03-06-2026 23:00:00"," 16.5038",74.3623,PM10,35,49,41
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","03-06-2026 23:00:00"," 16.5038",74.3623,NO2,9,18,12
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","03-06-2026 23:00:00"," 16.5038",74.3623,OZONE,10,36,26
India,Maharashtra,Satara,"Koyana Nagar, Satara - MPCB","03-06-2026 23:00:00",17.696651,74.003387,SO2,1,3,2
India,Maharashtra,Satara,"Koyana Nagar, Satara - MPCB","03-06-2026 23:00:00",17.696651,74.003387,CO,10,21,14
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","03-06-2026 23:00:00",17.65439,75.90649,PM10,41,72,58
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","03-06-2026 23:00:00",17.65439,75.90649,NO2,17,45,32
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","03-06-2026 23:00:00",19.9591346,73.7788008,NH3,2,3,3
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","03-06-2026 23:00:00",19.090337,73.014232,PM2.5,35,97,59
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","03-06-2026 23:00:00",19.090337,73.014232,NH3,7,11,9
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","03-06-2026 23:00:00",19.1135051,73.008978,SO2,15,17,16
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","03-06-2026 23:00:00",19.008751,73.016620,SO2,NA,NA,NA
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","03-06-2026 23:00:00",19.0575752,73.0151367,OZONE,2,50,17
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","03-06-2026 23:00:00",19.265594,76.761463,SO2,7,34,19
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","03-06-2026 23:00:00",19.265594,76.761463,CO,8,14,11
India,Maharashtra,Pimpri-Chinchwad,"Bhosari,Pimpri-Chinchwad - IITM","03-06-2026 23:00:00",18.640051,73.848956,PM2.5,13,42,27
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","03-06-2026 23:00:00",18.59051,73.77946,PM2.5,22,34,29
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","03-06-2026 23:00:00",18.59051,73.77946,NO2,10,32,18
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","03-06-2026 23:00:00",18.59051,73.77946,NH3,3,4,3
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","03-06-2026 23:00:00",18.59051,73.77946,CO,6,26,9
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","03-06-2026 23:00:00",18.59051,73.77946,OZONE,2,48,34
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","03-06-2026 23:00:00",18.614767,73.799516,PM10,38,74,55
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","03-06-2026 23:00:00",18.614767,73.799516,CO,22,44,32
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","03-06-2026 23:00:00",11.9309,79.8027,OZONE,20,77,43
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","03-06-2026 23:00:00",30.233011,74.907758,SO2,3,93,28
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","03-06-2026 23:00:00",31.321907,75.578914,PM2.5,47,76,60
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","03-06-2026 23:00:00","30.736056 ",76.209694,NO2,NA,NA,NA
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","03-06-2026 23:00:00","30.736056 ",76.209694,SO2,NA,NA,NA
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","03-06-2026 23:00:00",30.9028,75.8086,CO,22,78,30
India,Punjab,Patiala,"Model Town, Patiala - PPCB","03-06-2026 23:00:00",30.349388,76.366642,PM10,64,90,77
India,Punjab,Patiala,"Model Town, Patiala - PPCB","03-06-2026 23:00:00",30.349388,76.366642,NO2,17,19,18
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","03-06-2026 23:00:00",26.470859,74.646594,NH3,8,11,9
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","03-06-2026 23:00:00",26.470859,74.646594,OZONE,6,35,29
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","03-06-2026 23:00:00",27.554793,76.611536,PM2.5,42,116,60
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","03-06-2026 23:00:00",23.555190,74.440010,NH3,1,17,3
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","03-06-2026 23:00:00",25.106006,76.469948,NO2,10,40,19
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","03-06-2026 23:00:00",19.047000,72.874600,NH3,6,7,7
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB","03-06-2026 23:00:00",18.9942180,72.8158167,SO2,31,32,32
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB","03-06-2026 23:00:00",18.9942180,72.8158167,CO,8,13,10
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB","03-06-2026 23:00:00",18.9942180,72.8158167,OZONE,14,46,26
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","03-06-2026 23:00:00",21.121801,79.04952,PM10,49,118,72
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","03-06-2026 23:00:00",21.121801,79.04952,NH3,1,14,4
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","03-06-2026 23:00:00",21.152875,79.0517531,NO2,13,17,16
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","03-06-2026 23:00:00",21.143383,79.048912,PM2.5,45,91,67
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","03-06-2026 23:00:00",21.143383,79.048912,NO2,2,23,11
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","03-06-2026 23:00:00",21.143383,79.048912,OZONE,16,62,50
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","03-06-2026 23:00:00",20.0073285,73.7762427,SO2,NA,NA,NA
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","03-06-2026 23:00:00",20.0073285,73.7762427,CO,20,22,22
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","03-06-2026 23:00:00",20.021503,73.813844,NO2,NA,NA,NA
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","03-06-2026 23:00:00",19.950220,73.731480,CO,5,18,11
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","03-06-2026 23:00:00",20.94185,86.11510,CO,42,104,68
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","03-06-2026 23:00:00","20.48891     ","85.84768     ",CO,16,71,30
